Album,Lyrics
1989_lyrics,95 contributorstranslationsespañolportuguêsfrançaisbad blood lyricschorus cause baby weve got bad blood know used mad love take look youve done cause baby weve got bad blood hey weve got problems dont think solve em made really deep cut baby weve got bad blood hey verse 1 thinking could trusted ruin shiny rusted hit im weak baby couldnt breathe rub deep salt wound like youre laughing right prechorus oh sad think good times chorus cause baby weve got bad blood know used mad love take look youve done cause baby weve got bad blood hey weve got problems dont think solve em made really deep cut baby weve got bad blood hey verse 2 think wed fine still got scars back knives dont think past kinds wounds last last think things catch time heal wont youre coming way dont might also likeprechorus oh sad think good times chorus cause baby weve got bad blood know used mad love take look youve done cause baby weve got bad blood hey weve got problems dont think solve em made really deep cut baby weve got bad blood hey bridge bandaids dont fix bullet holes say sorry show live like live ghosts bandaids dont fix bullet holes say sorry show live like live ghosts love like blood runs cold chorus cause baby weve got bad blood know used mad love take look youve done cause baby weve got bad blood hey weve got problems dont think solve em think solve em made really deep cut baby weve got bad blood hey cause baby weve got bad blood know used mad love take look youve done look youve done cause baby weve got bad blood hey weve got problems dont think solve em made really deep cut baby weve got bad blood hey370embed 237 contributorstranslationstürkçeespañolportuguêspolskiελληνικάfrançaisblank space lyricsverse 1 nice meet could show incredible things magic madness heaven sin saw thought oh god look face look like next mistake loves game wan na play ayy new money suit tie read like magazine aint funny rumors fly know heard hey lets friends im dying see one ends grab passport hand make bad guys good weekend chorus gon na forever gon na go flames tell mm high worth pain got long list exlovers theyll tell im insane cause know love players love game cause young reckless well take way far itll leave breathless mm nasty scar got long list exlovers theyll tell im insane ive got blank space baby ill write name verse 2 cherry lips crystal skies could show incredible things stolen kisses pretty lies youre king baby im queen find want girl month wait worst yet come oh screaming crying perfect storms make tables turn rose garden filled thorns keep second guessing like oh god get drunk jealousy youll come back time leave cause darling im nightmare dressed like daydream might also likechorus gon na forever gon na go flames tell mm high worth pain got long list exlovers theyll tell im insane cause know love players love game cause young reckless oh well take way far itll leave breathless ohoh mm nasty scar got long list exlovers theyll tell im insane insane ive got blank space baby ill write name bridge boys want love torture dont say didnt say didnt warn ya boys want love torture dont say didnt say didnt warn ya chorus gon na forever gon na go flames tell mm high worth pain got long list exlovers theyll tell im insane im insane cause know love players love game love game cause young reckless yeah well take way far ooh itll leave breathless mm nasty scar nasty scar got long list exlovers theyll tell im insane ive got blank space baby ill write name1kembed 89 contributorstranslationsfrançaisespañolportuguêsi know places lyricsintro recorder click ii ii ii verse 1 stand hand waistline scene plain sight hear whisper pass bad sign bad sign something happens everybody finds see vultures circling dark clouds loves fragile little flame could burn could burn prechorus cause got cages got boxes guns hunters foxes run chorus baby know places wont found theyll chasing tails trying track us cause know places hide know places know places verse 2 lights flash well run fences let say want wont hear loose lips sink ships damn time time prechorus grab hand dont ever drop love hunters foxes run chorus baby know places wont found theyll chasing tails trying track us cause know places hide know places might also likebridge hunters foxes run grab hand dont ever drop love chorus baby know places wont found theyll chasing tails trying track us cause know places hide know places outro take shots bulletproof know places know always know places dead night eyes green know places know always know places ii ii recorder click113embed 82 contributorstranslationsfrançaisportuguêsthis love lyricsverse 1 clear blue water high tide came brought could go skies grew darker currents swept gone gone gone gone prechorus silent screams wildest dreams never dreamed chorus love good love bad love alive back dead ohoh oh hands let go free love came back ohoh oh ohoh ohoh oh verse 2 tossing turning struggled night someone new baby could go lantern burning flickered mind still gone gone gone prechorus losing grip sinking ships showed time chorus love good love bad love alive back dead ohoh oh hands let go free love came back ohoh oh love left permanent mark love glowing dark ohoh oh hands let go free love came back ohoh oh might also likepostchorus love love love love ohoh oh love love love love ohoh oh love love love love ohoh oh love love love love bridge kiss cheek watched leave smile ghost fell knees youre young run come back need chorus love good love bad love alive back dead ohoh oh hands let go free love came back ohoh oh love love left permanent mark love love glowing dark ohoh oh love hands let go free love love came back ohoh oh postchorus love love love love ohoh oh love love love love ohoh oh love love love love love love came back ohoh oh90embed 110 contributorstranslationsfrançaisespañolportuguêspolskinederlandsout woods lyricsverse 1 looking seems simple lying couch remember took polaroid us discovered discovered rest world black white screaming color remember thinking chorus woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good woods verse 2 looking last december last december built fall apart fall back together back together ooh necklace hanging neck night couldnt quite forget decided decided move furniture could dance baby like stood chance two paper airplanes flying flying flying remember thinking chorus woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good woods yet woods yet woods yet oh woods clear yet clear yet clear yet clear yet good woods might also likebridge remember hit brakes soon twenty stitches hospital room started crying baby sun came looking remember couldnt take heat walked said im setting free monsters turned trees sun came looking looking ooh looking woods yet woods yet woods yet woods remember clear yet clear yet clear yet clear yet good oh remember chorus woods yet woods yet yeah yeah woods yet woods clear yet clear yet say clear yet clear yet good woods yet woods yet woods yet woods clear yet yeah clear yet yeah clear yet clear yet good clear yet good woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good remember woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good166embed 104 contributorstranslationsfrançaistürkçeespañolportuguêspolski日本語magyarwildest dreams lyricsverse 1 said lets get town drive city away crowds thought heaven cant help nothing lasts forever gon na take prechorus hes tall handsome hell hes bad well see end begins one condition chorus say youll remember standin nice dress starin sunset babe red lips rosy cheeks say youll see even wildest dreams ah ha wildest dreams ah ha verse 2 said one know hands hair clothes room voice familiar sound nothin lasts forever gettin good prechorus hes tall handsome hell hes bad well weve last kiss last request chorus say youll remember standin nice dress starin sunset babe red lips rosy cheeks say youll see even wildest dreams ah ha wildest dreams ah ha might also likebridge youll see hindsight tangled night burnin someday leave bet memories follow around youll see hindsight tangled night burnin burnin someday leave bet memories follow follow around follow around breakdown say youll remember standing nice dress starin sunset babe red lips rosy cheeks say youll see even pretend chorus say youll remember standin nice dress starin sunset babe red lips rosy cheeks say youll see even pretend pretend wildest dreams ah ha ah wildest dreams ah ha even wildest dreams ah ha wildest dreams ah ha277embed 84 contributorstranslationsfrançaisespañolportuguêspolskiwelcome new york lyricsverse 1 walking crowd village aglow kaleidoscope loud heartbeats coats everybody wanted something searching sound hadnt heard said chorus welcome new york waiting welcome new york welcome new york welcome new york waiting welcome new york welcome new york new soundtrack could dance beat beat forevermore lights bright never blind welcome new york waiting welcome new york welcome new york verse 2 first dropped bags apartment floors took broken hearts put drawer everybody someone else want want boys boys girls girls chorus welcome new york waiting welcome new york welcome new york welcome new york waiting welcome new york welcome new york new soundtrack could dance beat beat forevermore lights bright never blind welcome new york new york waiting welcome new york welcome new york bridge like great love keeps guessing like real love everchanging like true love drives crazy know wouldnt change anything anything anything chorus welcome new york waiting welcome new york welcome new york welcome new york waiting welcome new york welcome new york new soundtrack could dance beat lights bright never blind welcome new york new soundtrack waiting welcome new york lights bright never blind welcome new york bright never blind welcome new york welcome new yorkyou might also like104embed 67 contributorstranslationsfrançaisespañolportuguêsall stay lyricsintro hey hey hey hey hey hey hey hey hey hey hey hey verse 1 people like always want back love gave away people like wan na believe say youve changed think less know know drove us road chorus stay hey stay palm hand whyd go lock let stay hey say want back late well couldve easy stay postchorus stay stay stay stay verse 2 calling dont know say ive picking pieces mess made people like always want back love pushed aside people like gone forever say goodbye chorus stay hey stay palm hand whyd go lock let stay hey say want back late well couldve easy stay might also likepostchorus stay stay stay stay stay stay stay bridge let remind wanted oh oh ohohoh ended wanted oh oh ohohoh like like like oh chorus stay hey stay palm hand whyd want go lock let stay hey say want back late well couldve easy stay hey stay palm hand whyd go lock let stay hey say want back late well couldve easy stay stay postchorus stay oh stay stay ooh stay193embed 102 contributorstranslationsespañolportuguêsfrançaisελληνικάshake lyricsverse 1 stay late got nothin brain thats people say mmmmmm thats people say mmmmmm go many dates haha cant make stay least thats people say mmmmmm thats people say mmmmmm prechorus keep cruisin cant stop wont stop movin like got music mind sayin gon na alright chorus cause players gon na play play play play play haters gon na hate hate hate hate hate baby im gon na shake shake shake shake shake shake shake heartbreakers gon na break break break break break fakers gon na fake fake fake fake fake baby im gon na shake shake shake shake shake shake shake verse 2 never miss beat im lightnin feet thats dont see mmmmmm thats dont see mmmmmm im dancin dancin make moves go moves go thats dont know mmmmmm thats dont know mmmmmm prechorus keep cruisin cant stop wont stop groovin like got music mind sayin gon na alright might also likechorus cause players gon na play play play play play haters gon na hate hate hate hate hate baby im gon na shake shake shake shake shake shake shake heartbreakers gon na break break break break break fakers gon na fake fake fake fake fake baby im gon na shake shake shake shake shake shake shake postchorus shake shake shake shake shake shake shake shake interlude hey hey hey think youve gettin liars dirty dirty cheats world couldve gettin sick beat bridge exman brought new girlfriend shes like oh god im gon na shake fella hella good hair wont come baby shake shake shake yeah oh oh oh chorus cause players gon na play play play play play haters gon na hate hate hate hate hate haters gon na hate baby im gon na shake shake shake shake shake shake shake ha heartbreakers gon na break break break break break mmm fakers gon na fake fake fake fake fake fake fake fake baby im gon na shake shake shake shake shake shake shake postchorus shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake yeah shake shake shake shake got shake shake shake shake video directed mark romanek233embed 151 contributorstranslationstürkçefrançaisespañolportuguêspolskistyle lyricsverse 1 midnight come pick headlights long drive could end burning flames paradise fade view oh since even heard heard prechorus tell leave cause know exactly leads watch us go round round time chorus got james dean daydream look eye got red lip classic thing like go crashing come back every time cause never go style never go style got long hair slicked back white tshirt got good girl faith tight little skirt go crashing come back every time cause never go style never go style verse 2 goes cant keep wild eyes road mmm takes home lights hes taking coat mmm yeah say heard oh youve girl girl prechorus says heard true cant stop thinking bout said ive times chorus cause got james dean daydream look eye got red lip classic thing like go crashing come back every time cause never go style never go style got long hair slicked back white tshirt got good girl faith tight little skirt tight little skirt go crashing come back every time cause never go style never go never go never go style might also likebridge take home ahahahahah take home ahahahahah yeah take home ahahahahah ohoh woahoh oh style chorus oh got james dean daydream look eye got red lip classic thing like go crashing go come back every time cause never go style never go style1kembed 104 contributorstranslationsespañolportuguêsfrançaisclean lyricsverse 1 drought worst ohoh ohoh flowers wed grown together died thirst months months back forth ohoh ohoh youre still like winestained dress cant wear anymore prechorus hung head lost war sky turned black like perfect storm chorus rain came pouring drowning thats could finally breathe morning gone trace think finally clean oh oh oh oh verse 2 nothing left ohoh ohoh butterflies turned dust covered whole room punched hole roof ohoh ohoh let flood carry away pictures prechorus water filled lungs screamed loud one heard thing chorus rain came pouring drowning thats could finally breathe morning gone trace think finally clean oh oh oh oh postchorus think finally clean oh oh oh oh oh oh ohoh said think finally clean oh oh oh oh oh oh ohoh might also likebridge ten months sober must admit youre clean dont mean dont miss ten months older wont give im clean im never gon na risk breakdown drought worst ohoh ohoh flowers wed grown together died thirst oh chorus rain came pouring drowning thats could finally breathe morning gone trace think finally clean rain came pouring drowning thats could finally breathe morning gone trace think finally clean outro oh oh finally clean think im finally clean oh oh ohoh ohoh oh oh oh think im finally clean161embed 65 contributorstranslationsfrançaisespañolportuguêsفارسیi wish would lyricsverse 1 2 car windows pass street memories start say past drive straight ahead youre thinking hate cause still dont know never said chorus wish would come back wish never hung phone like wish knew id never forget long live wish right right good wish would verse 2 2 room headlights pass window pane think crooked love straight line makes want run hide makes turn right back around chorus wish would come back wish never hung phone like wish knew id never forget long live wish right right good wish would wish could go back remember fighting wish knew miss much mad anymore wish right right good wish would postchorus wish wish wish wish wish wish might also likebridge always knew push buttons give everything nothing mad mad love makes come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish wish verse 3 2 see face hear voice dark crooked love straight line makes wan na run hide made us turn right back around chorus wish would come back wish never hung phone like wish knew id never forget long live wish right right good wish would wish would come back wish never hung phone like wish knew id never forget long live wish right right good wish would wish could go back remember fighting wish knew miss much mad anymore wish right right good wish would outro wish wish always knew push buttons give everything nothing mad mad love makes come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish would wish wish wish wish wish wish wish would81embed 104 contributorstranslationsespañolportuguêsfrançaisclean lyricsverse 1 drought worst ohoh ohoh flowers wed grown together died thirst months months back forth ohoh ohoh youre still like winestained dress cant wear anymore prechorus hung head lost war sky turned black like perfect storm chorus rain came pouring drowning thats could finally breathe morning gone trace think finally clean oh oh oh oh verse 2 nothing left ohoh ohoh butterflies turned dust covered whole room punched hole roof ohoh ohoh let flood carry away pictures prechorus water filled lungs screamed loud one heard thing chorus rain came pouring drowning thats could finally breathe morning gone trace think finally clean oh oh oh oh postchorus think finally clean oh oh oh oh oh oh ohoh said think finally clean oh oh oh oh oh oh ohoh might also likebridge ten months sober must admit youre clean dont mean dont miss ten months older wont give im clean im never gon na risk breakdown drought worst ohoh ohoh flowers wed grown together died thirst oh chorus rain came pouring drowning thats could finally breathe morning gone trace think finally clean rain came pouring drowning thats could finally breathe morning gone trace think finally clean outro oh oh finally clean think im finally clean oh oh ohoh ohoh oh oh oh think im finally clean161embed 63 contributorstranslationsfrançaisespañolportuguêshow get girl lyricsintro oh oh oh oh oh oh ohoh ohoh verse 1 stand like ghost shaking rain rain shell open door say insane say long six months afraid tell want want prechorus thats works thats get girl say chorus want worse better would wait forever ever broke heart ill put back together would wait forever ever thats works thats get girl girl ohoh oh thats works thats get girl girl verse 2 remind used yeahyeah pictures frames kisses cheeks cheeks tell must lost mind oohooh left alone never told prechorus thats works thats lost girl say might also likechorus want worse better would wait forever ever ever ever broke heart ill put back together would wait forever ever thats works thats get girl girl ohoh ohoh thats works thats get girl girl yeah yeah bridge know oh oh oh oh oh oh oh oh oh oh dont want go oh oh breakdown remind used pictures frames kisses cheeks say want yeahyeah say chorus want worse better worse better would wait forever ever ever ever broke heart ill put back together want forever ever would wait forever ever thats works thats get girl girl works thats works thats get girl girl get girl thats works thats works thats get girl girl oh oh oh oh oh oh oh oh oh oh thats works thats get girl girl oh oh oh oh oh oh oh oh oh oh outro thats works thats got girl121embed
Evermore_lyrics,132 contributorstranslationstürkçeespañolromânăportuguêsitalianodeutschfrançaisсрпскиmagyarpolskiукраїнська​ ’ tis damn season lyricsverse 1 wanted know hanging gone wouldve asked kind cold fogs windshield glass felt passed theres ache put ache chorus could call even could call babe weekend ​tis damn season write im stayin parents house road taken looks real good always leads hometown verse 2 parkеd car right methodist thе school used holidays linger like bad perfume run far escaped remember watched leave okay okay chorus could call even could call babe weekend ​tis damn season write im stayin parents house road taken looks real good time flies messy mud truck tires im missing smile hear could ride around road taken looks real good always leads hometown might also likebridge sleep half day old times sake wont ask wait dont ask stay ill go back la socalled friends wholl write books ever make wonder soul tell smiles im fakin heart know im breakin leave warmest bed ive ever known could call even even though im leaving ill weekend ​tis damn season chorus could call even could call babe weekend ​tis damn season write im stayin parents house road taken looks real good time flies messy mud truck tires im missing smile hear could ride around road taken looks real good always leads hometown outro always leads hometown51embed 125 contributorstranslationsespañolportuguêsitalianodeutschfrançaistürkçeсрпски中文magyarpolskiукраїнська​evermore lyricsverse 1 taylor swift gray november ive since july motion capture put bad light replay footsteps stepping stone trying find one went wrong writing letters addressed fire chorus taylor swift catching breath staring open window catching death couldnt sure feeling peculiar pain would evermore verse 2 taylor swift hey december guess im feeling unmoored cant remember used fight rewind thе tape pause thе moment lost sending signals doublecrossed might also likechorus taylor swift justin vernon catching breath barefoot wildest winter catching death couldnt sure feeling peculiar pain would evermore evermore bridge justin vernon taylor swift cant think cost things lost oh get pause certain well tall whether weather frost violence dog days im waves tossed line could go cross shipwrecked cant think cost thought things lost cracks light get pause dreamed certain well tall think costs real enough whether weather frost get violence dog days violence dog days waves tossed im waves tossed swear line go cross chorus taylor swift justin vernon catching breath floors cabin creaking step couldnt sure feeling peculiar pain wouldnt evermore evermore evermore pain wouldnt evermore evermore53embed 156 contributorstranslationstürkçeespañolromânăportuguêsitalianodeutschfrançaishrvatskimagyarpolskiукраїнська​happiness lyricsverse 1 honey im trees see im right years ive given shit dividin showed hiding spots dancing music stopped disbelief cant face reinvention havent met new yet chorus therell happiness happiness things true happiness postchorus past blood bruise past curses cries beyond terror nightfall haunted look eyes wouldve loved lifetime leave behind happiness verse 2 tell winning smile begin look like smirk lessons start look like weapons pointed deepest hurt hope shell beautiful fool takes spot next didnt mean sorry cant see facts fury havent met new yet might also likechorus therell happiness happiness things believe happiness postchorus history across great divide glorious sunrise dappled flickers light dress wore midnight leave behind happiness bridge cant make go away making villain guess price paid seven years heaven pulled body mine every goddamn night get fake niceties one teaches good man hurts know hurt verse 3 honey im trees see eyes leak acid rain pillow used lay head giving best tell give want green light forgiveness havent met new yet think shell give chorus therell happiness happiness things true happiness postchorus history across great divide glorious sunrise dappled flickers light dress wore midnight leave behind oh leave behind leave behind happiness49embed 164 contributorstranslationstürkçeespañolromânăportuguêsitalianodeutschfrançaisсрпскиpolskimagyarукраїнська​tolerate lyricsverse 1 sit watch reading head low wake watch breathing eyes closed sit watch notice everything dont youre much older wiser chorus 1 wait door like im kid use best colors portrait lay table fancy shit watch tolerate head tell tell ive got wrong somehow know love celebrated tolerate verse 2 greet battle heros welcome take indiscretions good fun sit listеn polish plates gleam glistеn youre much older wiser chorus 1 wait door like im kid use best colors portrait lay table fancy shit watch tolerate head tell tell ive got wrong somehow know love celebrated tolerate might also likebridge building worlds wheres man whod throw blankets barbed wire made temple mural sky im begging footnotes story life drawing hearts byline always taking much space time assume im fine would chorus 2 break free leave us ruins took dagger removed gain weight lose believe could head tell tell ive got wrong somehow know love celebrated tolerate outro sit watch you80embed 188 contributorstranslationstürkçeespañolсрпскиromânăportuguês日本語italianodeutschfrançaisفارسیукраїнська​willow lyricsverse 1 im like water ship rolled night rough surface cut like knife openshut case never wouldve known look face lost current like priceless wine chorus say less know wherever stray follow im begging take hand wreck plans thats man verse 2 life willow bent right wind head pillow could feel sneakin mythical thing like trophy champion ring one prize id cheat win chorus say less know wherever stray follow im begging take hand wreck plans thats man know train could take home anywhere else hollow im begging take hand wreck plans thats man might also likebridge life willow bent right wind count time time life willow bent right wind come back stronger 90s trend verse 3 wait signal ill meet dark show places others gave scars openshut case guess shouldve known look face every baitandswitch work art chorus say less know wherever stray follow im begging take hand wreck plans thats man know train could take home anywhere else hollow im begging take hand wreck plans thats man say less know wherever stray follow im begging take hand wreck plans thats man know train could take home anywhere else hollow im begging take hand wreck plans thats man outro hey thats man thats man yeah thats man every baitandswitch work art thats man hey thats man im begging take hand wreck plans thats man108embed 82 contributorstranslationstürkçeespañolportuguêsitalianodeutschfrançaishrvatskiromânăpolskiукраїнська​marjorie lyricsverse 1 never kind forget clever never clever forget kind prechorus didnt know better id think talking didnt know better id think still around chorus died didnt stay dead died didnt stay dead youre alive youre alive head died didnt stay dead died didnt stay dead youre alive alive verse 2 never politе forget power nevеr wield power forget polite might also likeprechorus didnt know better id think listening didnt know better id think still around chorus died didnt stay dead died didnt stay dead youre alive youre alive head died didnt stay dead died didnt stay dead youre alive alive bridge autumn chill wakes loved amber skies much long limbs frozen swims youd always go past feet could touch complained whole way car ride back stairs shouldve asked questions shouldve asked asked write shouldve kept every grocery store receipt cause every scrap would taken watched signed name marjorie closets backlogged dreams left chorus died didnt stay dead died didnt stay dead youre alive youre alive head died didnt stay dead died didnt stay dead youre alive alive outro didnt know better id think singing didnt know better id think still around know better still feel around know better youre still around45embed 161 contributorstranslationstürkçeespañolromânăportuguêsitalianodeutschfrançaispolskiсрпскиmagyartagalog ᜆᜄᜎᜓᜄ᜔українська​ivy lyricsverse 1 hows one know id meet spirit meets bones faithforgotten land snow touch brought forth incandescent glow tarnished grand prechorus old widow goes stone every day dont sit wait grieving living chorus oh goddamn pain fits palm freezing hand taking mine promised another oh cant stop putting roots dreamland house stone ivy grows im covered verse 2 wish know fatal flaw makes long magnificently cursed hes room opal eyes wish see wants whats might also likechorus oh goddamn pain fits palm freezing hand taking mine promised another oh cant stop putting roots dreamland house stone ivy grows im covered verse 3 clover blooms fields spring breaks loose time near would found us crescent moon coast clear spring breaks loose fear hes gon na burn house ground hows one know id live die moments stole begged borrowed time tell run dare sit watch well become drink husbands wine chorus oh goddamn pain fits palm freezing hand taking mine promised another oh cant stop putting roots dreamland house stone ivy grows im covered im covered bridge yeah fire goddamn blaze dark started started yeah war goddamn fight life started started chorus oh cant stop putting roots dreamland house stone ivy grows im covered im covered you51embed 136 contributorstranslationstürkçeespañolromânăportuguêsitalianodeutschfrançaisсрпскиmagyarpolskiукраїнська​dorothea lyricsverse 1 hey dorothea ever stop think younger park honey makin lark misery got shiny friends since left town tiny screens place see got nothin well wishes ya prechorus ooh place ever ooh wont like way chorus never late come back side stars eyes shined brighter tupelo youre ever tired bеin known know know youll always know dorothea uhuh dorothea ahah postchorus ooh yourе queen sellin dreams sellin makeup magazines ooh id buy anything might also likeverse 2 hey dorothea ever stop think calmer skippin prom piss mom pageant schemes damn dorothea wan na ya still soul met bleachers well prechorus ooh guess ill never know ooh youll go show chorus never late come back side stars eyes shined brighter tupelo youre ever tired bein known know know youll always know dorothea uhuh dorothea ahah outro ooh ooh oohwoooohoohooh oohoohoohooh ooh ooh oohwoooohoohooh oohoohooh dorothea ahahah ahah ooh48embed 99 contributorstranslationstürkçeespañolportuguêsitalianodeutschfrançaishrvatskimagyarromânăукраїнськаsvenska​closure lyricsverse 1 long time seeing shape name still spells pain wasnt right way went looks like know chorus yes got letter yes im better cut deep know ya right bone yes got letter yes im better know dont need closure closure verse 2 dont treat like situation needs handled im fine spite tears beers candles feel smoothing chorus yes got letter yes im bettеr cut deep know ya right bone yes got lеtter yes im better know dont need closure closure closure closure might also likebridge know im wrinkle new life staying friends would iron nice guilty guilty reaching across sea put fake oh unnecessary chorus yes got letter yes im better cut deep know ya right bone yes got letter yes im better know dont need closure closure closure closure28embed 136 contributorstranslationstürkçeespañolhrvatskiromânăportuguêsitalianomagyardeutschfrançaispolskiукраїнська​cowboy like lyricsverse 1 tennis court covered tentlike thing asked dance said dancin dangerous game oh thought gon na one things know im never gon na love refrain ive got tricks sleeve takes one know one youre cowboy like verse 2 never wanted love fancy car im waiting phone like im sitting airport bar refrain tricks sleeve takes one know one youre cowboy like might also likechorus perched dark tellin rich folks anything wan na hear like could love could way forward pay youre bandit like eyes full stars hustling good life never thought id meet could love could way forward know ill pay chorus youre cowboy like perched dark tellin rich folks anything wan na hear like could love could way forward pay youre bandit like eyes full stars hustlin good life never thought id meet could love could way forward know ill pay bridge skeletons closets plotted hard fuck old men ive swindled really believe one ladies lunchin stories passed town oh locked verse 3 hang lips like gardens babylon boots beneath bed forever sweetest con refrain ive tricks sleeve takes one know one youre cowboy like outro im never gon na love im never gon na love im never gon na love again63embed 111 contributorstranslationstürkçeespañolhrvatskiromânăportuguêsitalianomagyardeutschfrançaispolskiукраїнська​l​ong story short lyricsverse 1 fatefully tried pick battles til battle picked misery like war words shouted sleep passed right alley surrounded sides knife cuts ways shoe fits walk til high heels break chorus fell pedestal right rabbit hole long story short bad time pushed precipice clung nearest lips long story short wrong guy postchorus im im ah yeah yeah im ah yeah yeah verse 2 actually always felt must look better rear view missing golden gates held keys dropped sword threw bushes knocked door live peace someone comes us time im ready might also likechorus cause fell pedestal right rabbit hole long story short bad time pushed precipice clung nearest lips long story short wrong guy postchorus im im ah yeah yeah im bridge keepin score keep warm keep warm tug war know theres know theres keepin score keep warm keep warm waves meet shore ever evermore verse 3 past wan na tell get lost petty things nemeses defeat get chance swing hes passing rare glimmer comet sky feels like home shoe fits walk everywhere go chorus fell pedestal right rabbit hole long story short bad time pushed precipice climbed right back cliff long story short survived postchorus im im ah im im ah yeah yeah im yeah yeah im outro long story short bad time long story short survived42embed 145 contributorstranslationstürkçeespañolromânăportuguêsitalianodeutschfrançaisсрпскиmagyarукраїнськаpolski​gold rush lyricsintro gleaming twinkling eyes like sinking ships waters inviting almost jump chorus dont like gold rush gold rush dont like anticipatin face red flush dont like anyone would die feel touch everybody wants everybody wonders would like love walk past quick brush dont like slow motion double vision rose blush dont like falling feels like flying til bone crush everybody wants dont like gold rush verse 1 must like grow beautiful hair falling place like dominoes see padding across wooden floors eagles tshirt hanging door refrain dinner parties call contrarian shit coastal town wandered round nеver seen love pure thеn fades gray dayold tea cause could never might also likechorus cause dont like gold rush gold rush dont like anticipatin face red flush dont like anyone would die feel touch everybody wants everybody wonders would like love walk past quick brush dont like slow motion double vision rose blush dont like falling feels like flying til bone crush everybody wants dont like gold rush verse 2 must like grow beautiful hair falling place like dominoes mind turns life folklore cant dare dream anymore refrain dinner parties wont call contrarian shit coastal town never found never see love pure cause fades gray dayold tea cause never outro gleaming twinkling eyes like sinking ships waters inviting almost jump in51embed 160 contributorstranslationstürkçeespañolсрпскиromânăportuguêsitalianomagyarhebrewdeutschfrançaisفارسیnederlandspolskiукраїнська​no body crime lyricsintro haim verse 1 taylor swift estes friend mine meet every tuesday night dinner glass wine estes losin sleep husbands actin different smells like infidelity says aint merlot mouth aint jewelry joint account aint doubt think im gon na call chorus taylor swift haim says think cant prove think cant prove think cant prove body crime aint lettin day die postchorus haim think might also likeverse 2 taylor swift este wasnt tuesday night olive gardеn job anywhere hе reports missing wife noticed passed house truck got brand new tires mistress moved sleeps estes bed everything aint doubt somebodys got ta catch cause chorus taylor swift haim think cant prove think cant prove think cant prove body crime aint lettin day die postchorus haim taylor swift think verse 3 taylor swift danielle haim good thing daddy made get boating license fifteen ive cleaned enough houses know cover scene good thing estes sisters gon na swear dude good thing mistress took big life insurance policy chorus taylor swift think cant prove think cant prove thinks cant prove outro taylor swift haim body crime wasnt lettin day he— body crime wasnt lettin day he— body crime wasnt lettin day died79embed 200 contributorstranslationstürkçeespañolromânăportuguêsitalianodeutschfrançaishrvatskimagyarsvenskaукраїнська​champagne problems lyricsverse 1 booked night train reason could sit hurt bustling crowds silent sleepers youre sure worse chorus dropped hand dancing left standing crestfallen landing champagne problems moms ring pocket picture wallet heart glass dropped champagne problems verse 2 told family reason couldnt keep sister splashed bottle ones celebrating chorus dom pérignon brought crowd friends applauded hometown skeptics called champagne problems speech youre speechless love slipped beyond reaches couldnt give reason champagne problems might also likebridge midas touch chevy door november flush flannel cure dorm madhouse made joke well made evergreen group friends dont think well say word soon theyll nerve deck halls walked one money two show never ready watch go sometimes dont know answer til someones knees asks wouldve made lovely bride shame shes fucked head said youll find real thing instead shell patch tapestry shred chorus hold hand dancing never leave standing crestfallen landing champagne problems moms ring pocket picture wallet wont remember champagne problems outro wont remember champagne problems112embed 121 contributorstranslationstürkçeromânăportuguêsitalianodeutschfrançaisespañolhrvatskimagyarpolskiукраїнська​coney island lyricsverse 1 taylor swift break soul two looking youre right cant relate anymore related long haul howd get soon close fist around something delicate shatter prechorus taylor swift im sitting bench coney island wondering baby go fast times bright lights merry go sorry making centerfold chorus taylor swift lost surprises disappointments close eyes gets colder colder sun goes verse 2 matt berninger taylor swift question pounds head whats lifetime achievement pushed edge polite leave miss rogue coaxed paradise left forgive soul youre wise trust old care might also likeprechorus taylor swift matt berninger cause like mall internet one place mischief giftwrapped suburban dreams sorry winning arcade ring chorus taylor swift matt berninger lost surprises disappointments close eyes gets colder colder sun goes bridge taylor swift matt berninger waiting old spot tree line gold clock leave hanging every single day standing hallway big cake happy birthday paint bluest skies darkest grey universe away got accident sight flashed face walked podium think forgot say name prechorus taylor swift matt berninger im bench coney island wondering baby go fast times bright lights merry go sorry making centerfold chorus taylor swift matt berninger lost surprises disappointments close eyes gets colder colder sun goes outro taylor swift matt berninger sun goes sight flashed face sun goes think forgot say name sorry making making making centerfold51embed
